pH,Elevation
7.049733162,881.295166
6.962509632,749.684937
6.952158451,651.927673
6.695443153,806.326538
6.138048172,875.386108
6.568288326,887.638123
6.831879139,1037.17041
6.819705486,1155.578857
6.696578503,1100.233154
6.991861343,1561.426514
7.117642403,749.786194
6.967590332,757.569885
6.89661026,785.433777
6.520545959,1266.984375
6.827847958,665.322266
6.985876083,916.805237
6.748798847,925.228821
7.907273769,554.234009
6.667704582,550.33136
7.880233765,524.209839
6.912738323,558.949829
6.837792873,444.502045
6.901343346,1218.903198
6.655602455,876.887207
6.706775665,1100.36743
6.230192661,1133.36011
6.481999874,1400.852417
6.987671852,651.927673
6.799910545,1037.17041
6.795291424,1155.578857
6.775036335,1100.233154
6.605139256,806.326538
7.111395836,749.786194
6.927890778,757.569885
6.950401306,749.786194
6.962777138,916.805237
6.576527119,887.638123
6.824449539,925.228821
5.609955311,875.386108
6.995773315,1561.426514
6.439486504,1266.984375
6.882426262,665.322266
6.123412132,1636.796875
7.471607208,554.234009
6.5890131,550.33136
6.964761257,558.949829
7.484007835,524.209839
6.883468151,651.927673
6.777534485,1155.578857
6.61075592,1100.233154
6.560540676,1037.17041
6.522885323,875.386108
5.91235733,806.326538
5.730150223,1266.984375
7.099964142,749.786194
6.956422329,757.569885
6.898404121,785.433777
6.790174007,1561.426514
6.708716393,916.805237
6.709869385,665.322266
6.881732464,925.228821
5.800774097,887.638123
7.176077366,367.818115
7.017029285,431.404266
6.781797886,444.502045
7.082725525,352.684326
7.042411327,876.887207
6.592668533,1100.36743
6.592879295,1218.903198
6.508014679,1133.36011
5.654492378,1400.852417
6.547977924,550.33136
7.768608093,554.234009
6.853079796,558.949829
7.775267601,524.209839
6.494222641,352.684326
6.570617199,431.404266
6.695195198,367.818115
6.268636227,1037.17041
6.321399689,1155.578857
6.521628857,1100.233154
6.27,757.569885
6.045116425,1266.984375
5.622680664,1636.796875
6.452064037,785.433777
6.428591251,1561.426514
6.697692394,749.786194
6.417218208,916.805237
6.359720707,665.322266
6.341962337,925.228821
6.071805477,550.33136
7.655078411,554.234009
6.47258234,524.209839
7.582583427,558.949829
6.407256126,651.927673
5.626888275,875.386108
6.171984196,806.326538
6.098488808,887.638123
6.432843685,444.502045
6.41333437,1218.903198
6.336919308,1100.36743
6.297487736,876.887207
6.121473312,1133.36011
6.154684544,1400.852417
5.478230476,651.927673
7.088143349,554.234009
6.327687263,431.404266
6.456466198,367.818115
6.324389458,352.684326
6.076300144,550.33136
6.138747692,444.502045
5.292078495,875.386108
5.838058472,1133.36011
6.110524654,1218.903198
6.083409786,876.887207
5.919126034,1100.36743
6.560734749,806.326538
5.844325542,1266.984375
7.229681492,524.209839
6.258523941,1561.426514
5.762052059,1400.852417
5.68447113,1636.796875
6.382601738,558.949829
6.130427837,665.322266
6.13070631,875.386108
5.814018726,887.638123
6.296418667,1155.578857
6.327696323,1037.17041
6.194906235,1100.233154
6.338378906,785.433777
6.358363628,757.569885
6.516298294,749.786194
6.399710178,916.805237
6.268341064,925.228821
6.421393871,367.818115
5.669598103,651.927673
6.357449532,352.684326
6.279184818,431.404266
7.128476143,554.234009
5.980914116,550.33136
5.653274536,875.386108
5.965317249,806.326538
6.239416599,1561.426514
5.840901852,1266.984375
6.26003027,558.949829
7.390679836,524.209839
6.098040104,665.322266
5.977235317,875.386108
5.977283478,887.638123
6.227443218,444.502045
6.23699522,1218.903198
6.038573742,876.887207
6.080903053,1100.36743
5.908692837,1133.36011
5.65024519,1636.796875
6.380558968,1400.852417
6.25090456,1155.578857
6.264737129,1100.233154
6.273519993,1037.17041
6.464936256,749.786194
6.388489723,785.433777
6.432319641,757.569885
6.386036873,916.805237
6.258199692,925.228821
6.237568378,367.818115
6.254922867,431.404266
6.281926155,554.234009
6.326532364,352.684326
6.049725533,550.33136
6.177185535,1218.903198
5.920832157,1100.36743
5.94832468,876.887207
5.841801167,1133.36011
5.904964447,1400.852417
7.166876316,558.949829
7.507219791,524.209839
5.645488739,1636.796875
5.537324905,651.927673
6.190656185,1155.578857
5.969854355,806.326538
5.52174139,875.386108
6.308,1100.233154
6.354,1037.17041
5.890026569,1266.984375
6.468,1561.426514
6.444,757.569885
6.526,749.786194
6.46,785.433777
6.369,665.322266
6.329,875.386108
6.486,916.805237
6.395,925.228821
6.232,887.638123
6.046899796,773.111755
6.119276047,874.982056
5.992075443,876.887207
5.823459625,1209.671997
6.152262211,654.744446
6.089604378,655.070984
6.168084621,852.403687
6.084337234,881.295166
6.173156261,749.684937
6.097698212,579.964905
6.327842236,431.404266
6.520073891,367.818115
6.453060627,352.684326
7.114704132,554.234009
6.267808437,444.502045
6.146623611,550.33136
6.353857517,1218.903198
6.173405647,1100.36743
5.935117245,1133.36011
6.161280155,876.887207
5.473162651,1636.796875
7.297356606,524.209839
6.16541481,1400.852417
6.383295536,558.949829
5.693952084,651.927673
5.756187916,875.386108
6.162168503,806.326538
5.983638763,1266.984375
6.391814232,1561.426514
6.346152306,665.322266
6.215789318,875.386108
6.094713211,887.638123
6.238258839,1100.233154
6.283245087,1037.17041
6.288156986,1155.578857
6.299180031,785.433777
6.477525234,749.786194
6.354382992,757.569885
6.369925976,916.805237
6.308120251,925.228821
6.383275986,352.684326
7.108033657,554.234009
6.327104568,431.404266
6.425647259,367.818115
5.808736801,651.927673
6.338261604,444.502045
6.248588562,550.33136
6.270019054,1218.903198
6.101554871,876.887207
5.788640022,875.386108
6.093526363,806.326538
6.175080299,1100.36743
6.096924305,1133.36011
5.364785194,1636.796875
7.124371529,524.209839
6.287027359,1561.426514
5.996046543,1266.984375
6.364971161,558.949829
6.101800919,1400.852417
6.326836109,665.322266
6.175886154,875.386108
6.039288044,887.638123
6.123718739,1100.233154
6.128854752,1037.17041
6.20431757,1155.578857
6.396279812,749.786194
6.243134022,785.433777
6.203405857,757.569885
6.27082777,916.805237
6.261579037,925.228821
6.680689335,554.234009
6.304333687,367.818115
6.165317059,431.404266
6.217229843,352.684326
6.103907108,550.33136
6.671917439,524.209839
6.27494669,1561.426514
5.897449493,1266.984375
6.152003765,558.949829
6.15165472,665.322266
6.121926785,875.386108
6.090092182,1100.233154
6.152906895,1037.17041
6.121158123,1155.578857
6.337521076,749.786194
6.215690136,757.569885
6.242170811,785.433777
6.234124184,916.805237
6.216608524,925.228821
6.131457806,444.502045
5.639876366,651.927673
4.834292889,1218.903198
5.711205006,875.386108
5.993058681,806.326538
5.978750229,876.887207
5.977622509,1100.36743
5.92048502,1133.36011
5.679732323,1636.796875
6.044485569,1400.852417
5.95273447,887.638123
6.072769165,874.982056
6.007977009,773.111755
5.946339607,876.887207
5.930812359,1209.671997
6.110319138,718.657593
6.049434662,655.070984
5.975062847,579.964905
6.131513119,654.744446
6.115269184,852.403687
6.089604378,749.684937
6.127135754,881.295166
6.605418205,550.33136
7.747511387,554.234009
6.660943508,444.502045
6.590148926,352.684326
6.864573002,367.818115
6.616638184,431.404266
5.991080761,651.927673
6.027637482,875.386108
6.304825783,1133.36011
6.433988094,806.326538
6.254739761,1100.36743
6.322839737,876.887207
6.439759731,1218.903198
7.761230946,524.209839
6.783058167,1561.426514
6.803018093,558.949829
5.810987949,1636.796875
6.132687569,1400.852417
6.207960606,1266.984375
6.391573429,875.386108
6.580931664,665.322266
6.387343884,887.638123
6.586912155,1155.578857
6.575996876,1037.17041
6.505788803,1100.233154
6.904352188,749.786194
6.758692265,757.569885
6.735620499,785.433777
6.773145199,916.805237
6.605108261,925.228821
5.8583951,651.927673
6.826675892,352.684326
6.629611492,444.502045
6.822611332,431.404266
6.937315464,367.818115
6.637206078,550.33136
7.314345837,554.234009
5.812577724,875.386108
6.513775349,1218.903198
6.230277061,1100.36743
6.373609066,876.887207
6.192272663,1133.36011
6.402286053,806.326538
6.850602627,1561.426514
7.330112934,524.209839
6.02187109,1400.852417
6.095074654,1636.796875
6.79840374,558.949829
6.425109386,1266.984375
6.6632514,665.322266
6.551511288,875.386108
6.335860729,887.638123
6.707256794,1037.17041
6.702839375,1155.578857
6.599732876,1100.233154
6.846229076,757.569885
6.846549034,785.433777
6.989495754,749.786194
6.804329872,916.805237
6.75591135,925.228821
6.620558262,444.502045
6.017112255,651.927673
5.934351444,875.386108
6.639343262,1218.903198
6.477684021,1100.36743
6.172858715,1133.36011
6.461014748,876.887207
6.502011299,806.326538
5.716384411,1636.796875
6.78641367,1561.426514
6.297173023,1400.852417
6.267869473,1266.984375
6.658030033,665.322266
6.537295341,875.386108
6.432529449,887.638123
7.891856194,554.234009
6.579802513,550.33136
6.906966209,431.404266
6.927569866,352.684326
7.014397621,367.818115
7.929795265,524.209839
6.774194717,558.949829
6.727097511,1155.578857
6.671082497,1037.17041
6.540868282,1100.233154
6.840763092,757.569885
6.82213974,785.433777
6.979321003,749.786194
6.815965652,916.805237
6.706284523,925.228821
6.146303177,651.927673
7.942227364,554.234009
6.668405533,550.33136
6.89973402,367.818115
6.787017822,431.404266
6.837190151,352.684326
6.524212837,876.887207
6.755072594,1155.578857
6.579632282,1218.903198
6.656172276,1100.233154
6.49415493,1100.36743
6.380692005,1133.36011
6.655478477,1037.17041
6.018923759,875.386108
6.48529768,806.326538
8.09927845,524.209839
6.413928032,1400.852417
6.462314129,1266.984375
6.749557018,1561.426514
6.856514454,757.569885
6.864567757,558.949829
6.187870979,1636.796875
6.823033333,785.433777
6.966543674,749.786194
6.63448,875.386108
6.705825329,665.322266
6.842299461,916.805237
6.764852524,925.228821
6.489851952,887.638123
6.640104771,444.502045
6.594551086,352.684326
6.598791599,352.684326
6.425523281,550.33136
6.53842926,431.404266
7.060460567,554.234009
5.825915337,651.927673
6.658399582,367.818115
6.44591856,444.502045
6.480243683,1218.903198
6.287172318,876.887207
6.348190784,1100.36743
5.762506008,1133.36011
6.277464867,806.326538
5.750063896,875.386108
5.589811325,1636.796875
6.102595806,1266.984375
6.649045944,1561.426514
6.66962719,558.949829
7.09751749,524.209839
4.651735306,1400.852417
6.408858299,875.386108
6.515524864,665.322266
6.208558083,887.638123
6.21293354,887.638123
6.461844921,1037.17041
6.515518188,1155.578857
6.422086239,1100.233154
6.636701584,785.433777
6.628155708,757.569885
6.798636436,749.786194
6.641279697,916.805237
6.601477623,916.805237
6.597241402,925.228821
6.574356079,773.111755
6.634471416,874.982056
6.438212395,876.887207
6.614534855,718.657593
6.631037712,579.964905
6.593155861,655.070984
6.646017551,654.744446
6.610855103,852.403687
6.663307667,749.684937
6.663110256,881.295166
6.06459713,651.927673
6.743323326,367.818115
6.535599709,444.502045
7.822485924,554.234009
6.496464252,550.33136
6.710216999,352.684326
6.680384159,352.684326
6.644444942,431.404266
6.282179832,1133.36011
5.924938202,875.386108
6.420787811,1100.36743
6.390947819,876.887207
6.510177135,1218.903198
6.409440994,876.887207
6.271861553,806.326538
7.84335947,524.209839
6.622667789,558.949829
6.657808304,1561.426514
6.296661854,1266.984375
4.84286499,1400.852417
6.530209064,875.386108
6.588059902,665.322266
6.253559589,887.638123
6.280739307,887.638123
6.524042606,1037.17041
6.469909668,1100.233154
6.573483944,1155.578857
6.705510616,757.569885
6.696935654,785.433777
6.834069252,749.786194
6.694816113,916.805237
6.699042797,916.805237
6.584805965,925.228821
7.37610817,554.234009
6.715506077,352.684326
6.458601952,550.33136
6.749061108,367.818115
6.697476387,352.684326
6.692547321,431.404266
5.530938148,651.927673
5.389879227,875.386108
6.204779148,806.326538
7.318035126,524.209839
6.696920395,1561.426514
6.640794277,558.949829
6.304279327,1266.984375
6.215123653,665.322266
6.430202007,875.386108
6.181880951,887.638123
6.33550024,887.638123
6.398066044,444.502045
5.997918606,1100.36743
6.395192146,1218.903198
6.194989204,876.887207
5.95680666,1133.36011
6.008608341,1636.796875
6.037685394,1400.852417
6.606029034,1155.578857
6.479737282,1037.17041
6.489891052,1100.233154
6.67214489,785.433777
6.724128246,749.786194
6.639047146,757.569885
6.707464695,916.805237
6.653439522,916.805237
6.562902451,925.228821
5.365613461,651.927673
6.002156734,875.386108
6.411622047,806.326538
6.342360973,1266.984375
6.692131519,1561.426514
6.580220699,665.322266
6.534918308,875.386108
6.400922298,887.638123
6.38425827,887.638123
6.958350182,352.684326
6.546240807,550.33136
6.964729786,352.684326
6.749969482,431.404266
7.696940899,554.234009
6.896383762,367.818115
7.926532269,524.209839
6.841955662,558.949829
6.811917305,1037.17041
6.625318527,1100.233154
6.560967922,1155.578857
6.377590179,749.786194
6.136222839,757.569885
6.840287209,785.433777
6.711895466,916.805237
6.773983479,916.805237
6.767889977,925.228821
6.014033318,444.502045
5.527992725,1133.36011
5.922741413,876.887207
6.156068802,1218.903198
5.953988552,1100.36743
5.694059849,1400.852417
5.545593739,1636.796875
6.238066196,874.982056
6.082954884,773.111755
6.040914536,876.887207
5.741022587,1209.671997
6.358002186,718.657593
6.160525799,655.070984
6.17238903,579.964905
6.42642498,852.403687
6.380997658,654.744446
6.39657402,749.684937
6.344414234,881.295166
5.889436722,651.927673
7.639764786,554.234009
6.99796629,367.818115
6.754311085,352.684326
6.665793419,431.404266
6.186877728,550.33136
6.598985672,444.502045
6.925609112,352.684326
5.875855923,875.386108
6.151423454,1133.36011
6.498158455,1100.36743
6.4219594,876.887207
6.432753563,806.326538
6.631020069,1218.903198
7.650725365,524.209839
5.716414452,1636.796875
6.398965836,1400.852417
6.776171207,558.949829
6.193809986,1266.984375
4.659963608,1561.426514
6.55045557,665.322266
6.360081673,875.386108
6.141488552,887.638123
6.238781929,1037.17041
6.630594254,1155.578857
6.35232687,1100.233154
6.589411736,749.786194
6.469962597,757.569885
6.646940231,785.433777
6.610581398,916.805237
6.682127953,916.805237
6.672122002,925.228821
5.481608391,651.927673
6.095349312,444.502045
6.24352026,352.684326
6.231064796,431.404266
6.46435976,367.818115
7.1631217,554.234009
6.243736744,352.684326
6.105107784,550.33136
6.032277584,1100.233154
5.728200912,1133.36011
6.093413353,1155.578857
6.098269463,1037.17041
5.952477455,806.326538
5.837899208,1100.36743
6.169771194,1218.903198
5.934198856,876.887207
5.503789902,875.386108
6.49243021,749.786194
6.328518391,1561.426514
5.121772289,1636.796875
6.342290878,785.433777
6.353391647,757.569885
7.15913868,524.209839
6.271532059,558.949829
5.957664013,1400.852417
5.984412193,1266.984375
6.141924381,665.322266
6.381995678,916.805237
6.112782478,875.386108
6.393359184,916.805237
5.822619438,887.638123
5.928629875,887.638123
6.231133938,925.228821
5.896065712,550.33136
6.549860954,367.818115
6.29486084,352.684326
6.299621105,431.404266
6.294416904,352.684326
6.279230118,444.502045
7.184060574,554.234009
5.393548489,651.927673
5.456338406,875.386108
5.960269928,1100.233154
6.058474541,1037.17041
6.15169096,1155.578857
6.279658794,1218.903198
6.027812958,876.887207
6.043588161,1100.36743
5.902833462,1133.36011
6.225190639,806.326538
5.90970993,1266.984375
6.143885136,524.209839
6.521398067,749.786194
6.316017628,757.569885
6.319556713,785.433777
5.500780106,1636.796875
7.505700588,558.949829
6.432609558,1561.426514
6.065223694,1400.852417
6.072282791,875.386108
6.188742161,665.322266
6.280002117,916.805237
6.333632469,916.805237
5.865457058,887.638123
5.943929672,887.638123
6.177640438,925.228821
6.003128052,1209.671997
5.988542557,773.111755
6.118259907,874.982056
6.231351376,1561.426514
5.879473209,1266.984375
5.892084122,876.887207
5.945796967,875.386108
6.047422886,665.322266
6.044136047,718.657593
6.055569172,655.070984
6.117418766,579.964905
6.099756718,852.403687
6.241053104,654.744446
6.249236584,749.684937
6.257871151,881.295166
5.36249733,651.927673
6.511301517,367.818115
5.992773056,550.33136
6.249584675,431.404266
6.074007988,444.502045
7.279527187,554.234009
6.222017288,352.684326
6.200238228,352.684326
5.448983669,1133.36011
5.859117031,806.326538
5.814399719,876.887207
5.976997375,1218.903198
5.522861004,1100.36743
5.263775826,875.386108
7.289973736,524.209839
6.144275188,558.949829
5.6434865,1400.852417
5.793708801,887.638123
5.861100674,1155.578857
5.881408691,1100.233154
5.941913605,1037.17041
6.446279049,749.786194
6.220814705,757.569885
6.184838295,785.433777
6.243980408,916.805237
6.268020153,916.805237
6.101799965,925.228821
7.938072681,554.234009
6.852647781,444.502045
6.562022686,550.33136
7.004192829,352.684326
6.967299461,431.404266
7.006206989,352.684326
7.120809078,367.818115
6.965255737,1218.903198
6.678605556,1100.36743
6.422496796,1133.36011
6.660111904,876.887207
6.150354862,1636.796875
7.976860523,524.209839
6.932440758,558.949829
6.636843681,1400.852417
6.923290253,1561.426514
6.468317986,1266.984375
6.61400795,875.386108
6.753159046,665.322266
6.084486961,651.927673
5.945436478,875.386108
6.487951756,806.326538
6.510515213,887.638123
6.624820709,1100.233154
6.664319038,1155.578857
6.572939396,1037.17041
6.87353754,785.433777
6.840444088,757.569885
7.091260433,749.786194
6.945985317,916.805237
6.929553032,916.805237
6.751224041,925.228821
5.946207047,651.927673
6.81947279,444.502045
7.949772835,554.234009
6.635259151,550.33136
7.276463032,431.404266
7.350304127,352.684326
7.370325565,367.818115
7.308470249,352.684326
5.842528343,875.386108
6.580063343,1100.36743
6.666008472,876.887207
6.708208561,1218.903198
6.517675877,1133.36011
6.543903351,806.326538
5.8689394,1400.852417
8.083202362,524.209839
7.142389774,558.949829
6.991587162,1561.426514
6.237582684,1636.796875
6.578662872,1266.984375
6.75098896,875.386108
6.778157711,665.322266
6.624880791,887.638123
6.530002117,887.638123
6.90823698,1155.578857
6.740932465,1037.17041
6.805749893,1100.233154
7.093882561,757.569885
7.198013783,749.786194
7.079371929,785.433777
7.05429697,916.805237
7.027220726,916.805237
6.937335491,925.228821
5.222734451,651.927673
7.043353558,431.404266
7.076256752,352.684326
7.730796814,554.234009
7.061948776,352.684326
6.760037422,444.502045
6.38173151,550.33136
7.243563175,367.818115
6.522920609,1100.36743
6.590384007,876.887207
6.857166767,1218.903198
5.999346256,875.386108
6.468315601,1133.36011
6.527778149,806.326538
6.268422604,1400.852417
6.481509686,1266.984375
8.005728722,524.209839
7.039253712,558.949829
6.738300323,1561.426514
6.111544132,1636.796875
6.473978043,875.386108
6.777767658,665.322266
6.55489397,887.638123
6.642041206,887.638123
5.641545773,1100.233154
6.898368835,1155.578857
6.84438467,1037.17041
7.078881264,757.569885
6.977062702,785.433777
7.184429169,749.786194
6.971011162,916.805237
7.022740364,916.805237
6.935473919,925.228821
6.900086403,874.982056
6.772135735,773.111755
6.554256439,1209.671997
6.772210121,876.887207
6.937563419,718.657593
6.588575363,852.403687
6.852303028,655.070984
6.923202991,579.964905
6.946284771,654.744446
6.861114979,749.684937
6.834084988,881.295166
6.839638233,444.502045
6.192807198,651.927673
6.700853348,550.33136
7.129764557,352.684326
7.100826263,352.684326
7.951078415,554.234009
7.193216801,367.818115
7.073079586,431.404266
6.630355835,876.887207
6.590282917,1100.36743
6.717279911,1218.903198
6.50716114,1133.36011
6.586839199,806.326538
6.063238144,875.386108
6.945876598,1561.426514
6.534860611,1400.852417
6.148608208,1636.796875
7.091664791,558.949829
7.918322086,524.209839
6.504257202,1266.984375
6.750142097,665.322266
6.741356373,875.386108
6.627320766,887.638123
6.608834743,887.638123
6.831919193,1155.578857
6.922610283,1037.17041
6.788266659,1100.233154
7.033636093,757.569885
7.124179363,749.786194
6.997930527,785.433777
7.060908794,916.805237
7.021020889,916.805237
6.936974525,925.228821
5.968288898,651.927673
6.535388947,444.502045
6.737083912,431.404266
6.78474617,352.684326
6.730494499,352.684326
6.44622612,550.33136
7.827550411,554.234009
7.039684772,367.818115
6.277853966,876.887207
6.512135029,1100.36743
6.715554714,1218.903198
5.903099537,875.386108
6.40954113,806.326538
6.474580288,1133.36011
7.833977222,524.209839
6.763852596,558.949829
6.796897888,1561.426514
6.547126293,1400.852417
6.225359917,1266.984375
6.524196148,875.386108
6.583994865,665.322266
6.38673687,887.638123
6.371819973,887.638123
6.544164181,1037.17041
6.609669685,1155.578857
6.461283684,1100.233154
6.712852478,785.433777
6.704755783,757.569885
6.924919605,749.786194
6.731444359,916.805237
6.752206326,916.805237
6.604397297,925.228821
6.406077385,1100.233154
6.41674614,1037.17041
6.458464622,1155.578857
6.586118698,757.569885
6.642831326,785.433777
6.812745094,749.786194
6.647795677,916.805237
6.661780357,916.805237
6.52017355,925.228821
6.625730038,444.502045
6.479800224,550.33136
6.685680866,352.684326
6.709576607,431.404266
7.569227219,554.234009
6.039747715,651.927673
6.658459663,352.684326
6.9419384,367.818115
6.027802944,875.386108
6.793912888,1218.903198
6.550005913,1100.36743
6.503847599,876.887207
6.407183647,806.326538
6.270618916,1133.36011
6.885779858,1561.426514
6.600600719,1400.852417
5.895379066,1636.796875
7.539986134,524.209839
6.700992584,558.949829
6.231239319,1266.984375
6.566044807,665.322266
6.491653919,875.386108
6.336660385,887.638123
6.364545345,887.638123
6.598988533,773.111755
6.681650639,874.982056
6.55888319,876.887207
6.322551727,1209.671997
6.716978073,718.657593
6.640025139,655.070984
6.750540257,654.744446
6.637850761,579.964905
6.728225231,749.684937
6.780565262,881.295166
6.813302994,352.684326
6.490064144,550.33136
6.772050858,352.684326
7.838139534,554.234009
6.757514477,431.404266
7.018529892,367.818115
6.601852417,444.502045
6.493159294,1100.36743
6.24571085,1133.36011
6.496883869,876.887207
6.65580225,1218.903198
6.536250114,1400.852417
5.95159483,1636.796875
6.757323265,558.949829
6.340702057,1266.984375
7.797049522,524.209839
6.763464451,1561.426514
6.527699947,875.386108
6.653009892,665.322266
6.068446636,651.927673
6.422435284,806.326538
6.05579567,875.386108
6.432932854,887.638123
6.394853592,887.638123
5.482006073,1037.17041
6.752198219,1155.578857
6.704703808,1100.233154
6.898926735,757.569885
7.068212986,749.786194
6.88034153,785.433777
6.878327847,916.805237
6.87413311,916.805237
6.731989384,925.228821
6.742446899,444.502045
6.594017982,550.33136
7.186419487,431.404266
7.290262222,367.818115
6.027211189,651.927673
7.34604454,352.684326
7.366631031,352.684326
7.773792744,554.234009
6.995952606,1218.903198
6.684550285,876.887207
6.633226871,1100.36743
5.951957226,875.386108
6.544352055,1133.36011
6.482471466,806.326538
7.705131531,524.209839
6.01750946,1636.796875
6.852246284,1400.852417
6.406656742,1266.984375
7.075953484,558.949829
6.790226936,1561.426514
6.690850258,665.322266
6.644049168,875.386108
6.412637711,887.638123
6.506585598,887.638123
6.850969315,1155.578857
6.826388359,1037.17041
6.724169254,1100.233154
7.016396999,785.433777
7.167199135,749.786194
7.018359184,757.569885
6.995979786,916.805237
6.99181509,916.805237
6.842903137,925.228821
6.682345867,773.111755
6.818441868,874.982056
6.585746288,876.887207
6.471615314,1209.671997
6.839230061,718.657593
6.903217316,852.403687
6.747675896,655.070984
6.834725857,654.744446
6.75413847,579.964905
6.824687004,749.684937
6.827228069,881.295166
7.054029465,431.404266
7.199953079,367.818115
7.795307159,554.234009
5.982876301,651.927673
7.216269016,352.684326
7.256072521,352.684326
6.538851261,550.33136
6.781935692,444.502045
7.068833351,1218.903198
5.977564335,875.386108
6.462314129,806.326538
6.725268364,876.887207
6.458144665,1100.36743
6.453968048,1133.36011
6.329898357,1266.984375
6.947965622,1400.852417
7.04573822,558.949829
6.00908041,1636.796875
4.9218297,1561.426514
5.499081135,524.209839
6.601712227,875.386108
6.74646616,665.322266
6.464363575,887.638123
6.464594364,887.638123
6.755084515,1037.17041
6.71198225,1155.578857
6.661872864,1100.233154
6.769831181,785.433777
6.877320766,757.569885
6.891386032,749.786194
6.863256454,916.805237
6.848694324,916.805237
6.7116642,925.228821
6.623102665,1218.903198
6.296861172,1133.36011
6.832901001,876.887207
6.712871075,1100.36743
5.799743652,1400.852417
5.86593914,1636.796875
5.980622768,651.927673
6.453996181,806.326538
6.591145515,1037.17041
6.540171146,1100.233154
5.983540058,875.386108
6.602640629,1155.578857
6.744932175,785.433777
6.947738647,749.786194
6.780406475,757.569885
6.759804726,916.805237
6.757540703,916.805237
6.441675663,887.638123
6.510380745,887.638123
6.666541576,925.228821
7.761386871,554.234009
6.433576107,550.33136
7.014508724,367.818115
6.92290926,352.684326
6.887377739,352.684326
6.826652527,431.404266
7.881316185,524.209839
6.811653137,558.949829
6.322264671,1266.984375
6.725332737,1561.426514
6.633093357,665.322266
6.50364399,875.386108
5.757114887,651.927673
7.636126995,554.234009
6.593541145,431.404266
6.802826881,367.818115
6.569895267,550.33136
6.56770277,352.684326
6.193335533,806.326538
5.835160255,875.386108
6.098909378,1266.984375
6.669779301,1561.426514
7.702387333,558.949829
6.417769432,665.322266
6.364267826,875.386108
6.145751476,887.638123
6.160696507,887.638123
6.394815445,1037.17041
6.315199375,1100.233154
6.431985855,1155.578857
6.52459383,757.569885
6.519283772,785.433777
6.728430271,749.786194
6.557713032,916.805237
6.58095026,916.805237
6.463605881,925.228821
6.566131115,444.502045
6.161046982,1133.36011
6.578708649,1218.903198
6.453635216,876.887207
6.445421219,1100.36743
5.96709156,1636.796875
6.148207664,1400.852417
6.715933323,431.404266
6.588226318,444.502045
6.855715275,367.818115
7.502371788,554.234009
6.388505459,550.33136
5.831709385,651.927673
6.688845634,352.684326
6.265703201,1133.36011
6.447425842,1100.36743
5.917011738,875.386108
6.345978737,806.326538
6.665376186,1218.903198
6.418385983,876.887207
6.461530209,1400.852417
6.59124279,558.949829
6.673228741,1561.426514
5.927400589,1636.796875
6.213639259,1266.984375
7.53474617,524.209839
6.493804932,875.386108
6.527468681,665.322266
6.308839321,887.638123
6.285112381,887.638123
6.522300243,1037.17041
6.501673698,1155.578857
6.384600639,1100.233154
6.841607571,749.786194
6.664263725,757.569885
6.652814388,785.433777
6.647817135,916.805237
6.671352386,916.805237
6.582652569,925.228821
6.459238529,773.111755
6.402144909,874.982056
6.580020428,876.887207
6.489938736,718.657593
6.53763485,654.744446
6.547790527,579.964905
6.592085361,852.403687
6.600253105,655.070984
6.52791214,881.295166
6.553457737,749.684937
6.577433109,444.502045
5.139253616,1133.36011
6.421309471,876.887207
6.500648975,1218.903198
6.344751358,1100.36743
5.900405407,1636.796875
5.876626968,1400.852417
6.00930357,651.927673
6.706734657,554.234009
6.443005562,550.33136
5.993806839,875.386108
6.514681816,1100.233154
6.621312618,1155.578857
6.37142086,806.326538
6.570426941,1037.17041
6.771620274,1561.426514
6.298680782,1266.984375
6.740500927,785.433777
6.873265743,749.786194
6.68627882,757.569885
7.463852406,524.209839
7.448524475,558.949829
6.47926569,665.322266
6.515106201,875.386108
6.811276436,916.805237
6.771491051,916.805237
6.64409256,925.228821
6.455634117,887.638123
6.430596828,887.638123
7.024915695,352.684326
7.059960842,367.818115
6.877976418,431.404266
6.952391624,352.684326
7.921751022,554.234009
6.605939865,550.33136
6.997981548,431.404266
7.108876705,352.684326
6.775650978,444.502045
7.125374317,352.684326
6.017631531,651.927673
7.055992603,367.818115
7.043315887,1218.903198
6.372400284,1133.36011
5.970213413,875.386108
6.473804474,806.326538
6.76329422,1100.36743
6.678781509,876.887207
6.782193184,1400.852417
7.963446617,524.209839
6.784064293,1561.426514
6.042995453,1636.796875
6.975419044,558.949829
6.349933624,1266.984375
6.708500862,665.322266
6.608444214,875.386108
6.486655235,887.638123
6.478477001,887.638123
6.694763184,1037.17041
6.61839056,1100.233154
6.742241859,1155.578857
7.080579758,749.786194
6.859780312,757.569885
6.82071209,785.433777
6.874536991,916.805237
6.85987854,916.805237
6.736102104,925.228821
6.577136517,874.982056
6.678963184,773.111755
6.336541176,1209.671997
6.598442554,876.887207
6.74220562,718.657593
6.916500092,654.744446
6.887250423,654.744446
6.809699535,579.964905
6.782198906,655.070984
6.756240845,852.403687
6.920742035,749.684937
6.948280811,352.684326
6.964723587,352.684326
7.811355114,554.234009
6.656176567,444.502045
6.902761459,431.404266
7.068323135,367.818115
6.512113571,550.33136
6.472138405,1100.36743
6.576704979,876.887207
6.384528637,1133.36011
6.80398035,1218.903198
6.417756557,1400.852417
6.324732304,1266.984375
5.970128536,1636.796875
6.875329494,558.949829
